total_transactions,unique_assets,unique_actions,total_volume,avg_transaction_size,account_age_days,transactions_per_day,repayment_ratio,borrow_count,repay_count,frequency_consistency,avg_days_between_transactions,total_deposits,total_borrows,utilization_ratio,healthy_utilization_score,deposit_count,deposit_to_borrow_ratio,asset_diversity_score,action_diversity_score,hour_pattern_consistency,day_variety_score,weekend_activity_ratio,liquidation_count,liquidation_volume,was_liquidated,recent_activity_ratio,risk_score,amount_variability,round_number_ratio,transaction_regularity,bot_like_score,wallet,reliability_score,utilization_score,longevity_score,diversity_score,liquidation_risk_score,bot_behavior_score,volume_consistency_score,credit_score,score_category
1,1,1,1.107826,1.107826,1,1.0,0.0,0,0,0.0,0.0,1.107826,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,1.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x01b15b58df43cd3a72b4edd9b6150fc7b9b1f412,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
12,2,4,760000060867687.0,63333338405640.586,63,0.19047619047619047,1.00000035923364,2,3,0.7642977396044841,5.691083754201389,234500000000000.0,146000000000000.0,0.6226012793176973,1.0,4,2.0,0.16666666666666666,0.8,0.613803512091672,0.14285714285714285,0.0,0,0,0,0.5833333333333334,0.0,0.8608608001965384,0.75,0.0,0.0,0x01b19a62cba8bbc553b0137257f72371c826c403,0.8723784843393313,1.0,0.11879973907371169,0.42000000000000004,1.0,1.0,0.0,727.9145819458896,Good (Moderate Risk)
23,5,4,1504198654267886.0,65399941489908.086,8,2.875,0.0002656160197843633,6,5,0.33704562252274306,0.3596164772685185,9861.068949999999,1503400000003002.5,152458116622.64087,0.0,3,0.5,0.21739130434782608,0.8,0.8192692819518466,0.7142857142857143,0.13043478260869565,0,0,0,1.0,0.0,1.0,0.6086956521739131,0.0,0.0,0x01b27aeaa3b67577609538155d637b08f0779069,0.3976237683920515,0.0,0.24315068493150682,0.45043478260869574,1.0,1.0,0.0,430.9220230986085,Very Poor (Very High Risk)
2,1,1,2.2,1.1,6,0.3333333333333333,0.0,0,0,1.0,5.458148148148148,2.2,0.0,0.0,1.0,2,2.0,0.5,0.2,0.2339676537145735,0.2857142857142857,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0x01b2e0fc91754fa2daa9a69fe4ef69c03cb50bc0,0.5454185185185185,1.0,0.0365296803652968,0.38,1.0,1.0,0.4,649.8340816844242,Fair (Elevated Risk)
1,1,1,0.013275,0.013275,1,1.0,0.0,0,0,0.0,0.0,0.013275,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x01b344118ff55134f042bb19ca4a77cd3212dc19,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
77,8,4,1.0158746145558626e+17,1319317681241380.0,59,1.305084745762712,1.0011653785237207,19,16,0.13733250974627909,0.7679614400578705,8.12715747741206e+16,1.000000000046524e+16,0.12304425044375479,1.0,32,1.6842105263157894,0.1038961038961039,0.8,0.418300468494866,1.0,0.18181818181818182,0,0,0,0.5324675324675324,0.0,1.0,0.5194805194805194,0.0,0.0,0x01b3b5ae37f70e6540abc2667fec68c19b2e7a1d,0.733520138523305,1.0,0.20139308103087997,0.3823376623376624,1.0,1.0,0.0,701.8227630192245,Good (Moderate Risk)
4,2,4,9622000000000000.0,2405500000000000.0,1,4.0,1.0,1,1,0.0,0.0007253086342592593,4111000000000000.5,700000000000000.0,0.17027487229384575,1.0,1,1.0,0.5,0.8,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,0.8186829217234728,0.5,0.5984130619536835,0.0,0x01b3bd82da83c842d8220c8fef9358abeffd537e,0.6999927469136574,1.0,0.32164383561643844,0.6200000000000001,1.0,1.0,0.0,735.24476207088,Good (Moderate Risk)
87,5,4,2895718000427976.5,33284114947448.004,102,0.8529411764705882,1.7457158959759653e-10,20,12,0.11681045000926227,1.1763128499074074,2395718000106724.0,500000000087080.25,0.20870569911183467,1.0,39,1.95,0.05747126436781609,0.8,0.5791553139403227,1.0,0.3563218390804598,0,0,0,0.011494252873563218,0.0,1.0,0.4482758620689655,0.0,0.0,0x01b3f02ff86fca973084faa9e4e24014c1dfcb8f,0.32328000657353323,1.0,0.2359065269943594,0.35448275862068973,1.0,1.0,0.0,601.6542565546063,Fair (Elevated Risk)
2,2,2,10000000000.002,5000000000.001,1,2.0,0.0,1,0,0.0,0.0060416666666666665,10000000000.0,0.002,2e-13,1.0,1,1.0,1.0,0.4,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.5,0.0,0.0,0x01b44fd30ad33b88d0ebe0e22faa52cfe0f8ae7e,0.2999395833333333,1.0,0.16164383561643839,0.76,1.0,1.0,0.0,625.2314711757991,Fair (Elevated Risk)
2,1,1,1.0596860000000001,0.5298430000000001,11,0.18181818181818182,0.0,0,0,1.0,10.890034722222222,1.0596860000000001,0.0,0.0,1.0,2,2.0,0.5,0.2,0.882148869802242,0.2857142857142857,0.5,0,0,0,1.0,0.0,0.7214709483395711,0.0,0.0,0.0,0x01b45138c79d97335df9fef8c3a325eaa764d29c,0.4910996527777778,1.0,0.03262764632627646,0.38,1.0,1.0,0.15705810332085768,623.5219653094289,Fair (Elevated Risk)
1,1,1,1000000000000.0,1000000000000.0,1,1.0,0.0,0,0,0.0,0.0,1000000000000.0,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0x01b457774fee6105593031a3eb023a873c450c4a,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
4,2,4,2905999940000000.0,726499985000000.0,1,4.0,1.0,1,1,0.0,0.00013117283564814816,1153000000000000.0,300000000000000.0,0.26019080659150046,1.0,1,1.0,0.5,0.8,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,0.6778799345718408,1.0,0.0,0.0,0x01b572c14af90297b04955659cf86aec87dad0b2,0.6999986882716436,1.0,0.32164383561643844,0.6200000000000001,1.0,1.0,0.24424013085631835,747.4582539531925,Good (Moderate Risk)
4,2,1,143200000000000.66,35800000000000.164,3,1.3333333333333333,0.0,0,0,0.2928932188134524,0.7273148148148149,143200000000000.66,0.0,0.0,1.0,4,4.0,0.5,0.2,0.8422525459499924,0.2857142857142857,0.0,0,0,0,1.0,0.0,1.0,0.75,0.0,0.0,0x01b590b256dcb6300fe43fa2c629dd9fd2838ed4,0.3805948174958876,1.0,0.11159817351598174,0.38,1.0,1.0,0.0,599.8884304013692,Poor (High Risk)
163,7,4,1.895231842542581e+16,116271892180526.42,82,1.9878048780487805,0.4187528847321855,43,29,0.22105214705202825,0.5014090363425926,4130980624715765.0,8366405000012926.0,2.0252830405343727,0.0,33,0.7674418604651163,0.04294478527607362,0.8,0.4017665972599507,1.0,0.15950920245398773,0,0,0,0.36809815950920244,0.0,1.0,0.6993865030674846,0.0,0.0,0x01b5b2eec95743ff4401a55b06db72bdf6afa0e1,0.5288027076450568,0.0,0.29381891079184763,0.34576687116564425,1.0,1.0,0.0,460.85020064660574,Very Poor (Very High Risk)
2,1,1,10794.503828,5397.251914,11,0.18181818181818182,0.0,0,0,1.0,10.980243055555556,0.0,0.0,0.0,1.0,0,0.0,0.5,0.2,1.0,0.2857142857142857,0.5,0,0,0,1.0,0.0,0.890164070184395,0.5,0.0,0.0,0x01b630e4c8c64c9abfd843c2c7ec3b0fcd1cf609,0.49019756944444437,1.0,0.03262764632627646,0.38,1.0,1.0,0.0,615.4435393100525,Fair (Elevated Risk)
1,1,1,1.109076,1.109076,1,1.0,0.0,0,0,0.0,0.0,1.109076,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x01b700a7f8797609c8e86b21d3e5a765d608b9a2,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
7,1,2,1001.3015869999999,143.04308385714285,4,1.75,0.0,0,0,0.6087696017820242,0.597283950613426,500.635159,0.0,0.0,1.0,5,5.0,0.14285714285714285,0.4,0.6040883536115265,0.7142857142857143,0.42857142857142855,0,0,0,1.0,0.0,1.0,0.42857142857142855,0.2959227345668559,0.0,0x01b7b1df70e1b455e1086aef7488f1131183107b,0.476658041028473,1.0,0.1465753424657534,0.24571428571428572,1.0,1.0,0.0,615.7222401984098,Fair (Elevated Risk)
2,1,2,130000000000000.0,65000000000000.0,1,2.0,0.0,1,0,0.0,0.003425925925925926,100000000000000.0,30000000000000.0,0.3,1.0,1,1.0,0.5,0.4,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,0.7614996105085896,1.0,0.0,0.0,0x01b7baa7baa864fef3cd1c7bc118cc97cedcb33f,0.2999657407407407,1.0,0.16164383561643839,0.46,1.0,1.0,0.07700077898282076,599.088049476792,Poor (High Risk)
1,1,1,1.022974,1.022974,1,1.0,0.0,0,0,0.0,0.0,1.022974,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x01b84c86f45b3961296286d8ef8ec49709606b36,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
2,2,2,5014784929341.901,2507392464670.9507,1,2.0,0.0,1,0,0.0,0.0038194444444444443,14784929341.901005,5000000000000.0,338.1822046203377,0.0,1,1.0,1.0,0.4,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.5,0.0,0.0,0x01b8674543a3480a6a4c44014d226b27db2d65db,0.29996180555555557,0.0,0.16164383561643839,0.76,1.0,1.0,0.0,425.23702673135466,Very Poor (Very High Risk)
4,2,4,1.18000000000014e+16,2950000000000350.0,1,4.0,1.0,1,1,0.0,0.0002623456712962963,5900000000000000.0,700.0,1.1864406779661016e-13,1.0,1,1.0,0.5,0.8,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,1.0,0.9490573291891506,0.9694343975134904,0x01b8884b83882069d08c86b053bb1027d04dce96,0.699997376543287,1.0,0.32164383561643844,0.6200000000000001,1.0,0.030565602486509635,0.0,638.3024797269385,Fair (Elevated Risk)
4,2,4,348840000000000.0,87210000000000.0,1,4.0,1.0,1,1,0.0,0.000378086412037037,103420000000000.0,71000000000000.0,0.6865209824018565,1.0,1,1.0,0.5,0.8,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,0.21462786064817874,1.0,0.380653432428836,0.0,0x01b89af143b8f2bb80f9ac13d60e7e9e01d85798,0.6999962191358796,1.0,0.32164383561643844,0.6200000000000001,1.0,1.0,0.8292557212963575,776.7084161912535,Good (Moderate Risk)
5,3,2,4392181871966.0596,878436374393.2119,21,0.23809523809523808,0.0,0,0,0.30717967697244897,5.139592013888889,4392181871451.5137,0.0,0.0,1.0,3,3.0,0.6,0.4,0.47825080525004904,0.2857142857142857,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x01b8a5c4f22ca9707d1865ff2c4712829b6175f6,0.34075798295284576,1.0,0.053568166992824524,0.52,1.0,1.0,0.0,595.2247207871351,Poor (High Risk)
180,5,4,1.044520918377203e+16,58028939909844.61,99,1.8181818181818181,0.5266908725,1,65,0.4973697029338745,0.5479296632523147,1.0445209183757484e+16,8000.0,7.659013677236992e-13,1.0,110,110.0,0.027777777777777776,0.8,0.39336325655932225,1.0,0.2611111111111111,0,0,0,0.2111111111111111,0.0,1.0,0.49444444444444446,0.0,0.0,0x01b8f7ef9c12841ca94ee6652f0d5e9646a1168f,0.6544079632476392,1.0,0.3081942714819427,0.3366666666666667,1.0,1.0,0.0,693.4977982008679,Fair (Elevated Risk)
8,3,4,436949998144570.5,54618749768071.31,44,0.18181818181818182,2.0069554408602164,1,2,0.42717803813052,6.278907076712963,2507270139492.374,681.669084,2.718770001137619e-10,1.0,1,1.0,0.375,0.8,0.772871618710251,0.2857142857142857,0.5,0,0,0,0.625,0.0,1.0,0.125,0.0,0.0,0x01b92f893b1c302bcf1945fd4edf10df99b4f181,0.7653643406720264,1.0,0.08687422166874222,0.545,1.0,1.0,0.0,708.872218418318,Good (Moderate Risk)
2,2,1,100000000000.2,50000000000.1,1,2.0,0.0,0,0,0.0,0.029189814814814814,100000000000.2,0.0,0.0,1.0,2,2.0,1.0,0.2,0.9410744349011211,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.5,0.0,0.0,0x01b94f94cbf9fe4509b0beaa8dd6fb510dad01e5,0.2997081018518518,1.0,0.16164383561643839,0.6799999999999999,1.0,1.0,0.0,617.1736008054287,Fair (Elevated Risk)
2,1,2,3.704002237909184e+16,1.852001118954592e+16,1,2.0,0.0,0,0,0.0,0.0030555555555555557,1.852e+16,0.0,0.0,1.0,1,1.0,0.5,0.4,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,8.54449138010943e-07,1.0,0.0,0.0,0x01bb074c844b1129c8e26ed5d27186cf53198f6c,0.29996944444444446,1.0,0.16164383561643839,0.46,1.0,1.0,0.400001708898276,615.2390218984907,Fair (Elevated Risk)
2,2,2,10000000000.002,5000000000.001,1,2.0,0.0,1,0,0.0,0.006458333333333333,10000000000.0,0.002,2e-13,1.0,1,1.0,1.0,0.4,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.5,0.0,0.0,0x01bb8b57808786461b7db3dd5975280f189307a3,0.2999354166666667,1.0,0.16164383561643839,0.76,1.0,1.0,0.0,625.2304295091325,Fair (Elevated Risk)
11,4,2,13354671798645.662,1214061072604.1511,72,0.1527777777777778,0.0,4,0,0.4993117684285361,7.1281840277777775,13354671798244.232,401.429314,3.0059092433314367e-11,1.0,7,1.75,0.36363636363636365,0.4,0.5609065813485354,0.7142857142857143,0.45454545454545453,0,0,0,0.5454545454545454,0.0,1.0,0.7272727272727273,0.0,0.0,0x01bbec9408cf03e8188f44f12636b63e8faba019,0.378511690250783,1.0,0.13057838660578386,0.3781818181818182,1.0,1.0,0.0,602.0328623717452,Fair (Elevated Risk)
95,8,4,3.475230609299925e+16,365813748347360.5,106,0.8962264150943396,1.4388418462449112e-12,24,8,0.1410923355122925,1.1226958973495371,1.8604675148228932e+16,1.6141164158945962e+16,0.867586455035874,0.6620677248206305,60,2.5,0.08421052631578947,0.8,0.584787906614622,1.0,0.17894736842105263,0,0,0,0.05263157894736842,0.0,1.0,0.6842105263157895,0.0,0.0,0x01bbfe5ce152b22eccde7698a24e86012a5f75e3,0.33110074168076786,0.6620677248206305,0.24594468855001292,0.37052631578947376,1.0,1.0,0.0,539.1330652457673,Poor (High Risk)
9,2,1,4787.260278,531.9178086666666,49,0.1836734693877551,0.0,0,0,0.6204833049644594,6.093936631944445,0.0,0.0,0.0,1.0,0,0.0,0.2222222222222222,0.2,0.7795207240779508,0.5714285714285714,0.5555555555555556,0,0,0,0.2222222222222222,0.0,1.0,0.5555555555555556,0.0,0.0,0x01bcfd7986c68df30f8b3d3f92a44e5664657ab9,0.42520562516989335,1.0,0.09524182275649987,0.21333333333333335,1.0,1.0,0.0,591.9210130392817,Poor (High Risk)
1,1,1,1300000000000.0,1300000000000.0,1,1.0,0.0,0,0,0.0,0.0,1300000000000.0,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0x01bd177d908a1ec1f5e965434930056210bf64b1,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
1,1,1,100000000000.0,100000000000.0,1,1.0,0.0,0,0,0.0,0.0,100000000000.0,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0x01bd2bdb16eb1e61d368b60efb988adcb433a7ec,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
3,1,1,2340517970668766.0,780172656889588.6,5,0.6,0.0,0,0,0.5285954792089682,2.4441030092592593,0.0,0.0,0.0,1.0,0,0.0,0.3333333333333333,0.2,0.08586207378309263,0.2857142857142857,0.0,0,0,0,1.0,0.0,0.7593716843929198,0.0,0.0,0.0,0x01bd8aac958c6e728557bcac756273ddd65bf19c,0.43413761367009784,1.0,0.05621917808219178,0.28,1.0,1.0,0.08125663121416038,599.0301116905612,Poor (High Risk)
2,1,1,33753689064.52132,16876844532.26066,8,0.25,0.0,0,0,1.0,7.0652083333333335,33753689064.52132,0.0,0.0,1.0,2,2.0,0.5,0.2,0.882148869802242,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x01bdeac39c807252d9dc00d1d69987234d376ec6,0.5293479166666666,1.0,0.03315068493150685,0.38,1.0,1.0,0.0,625.3095819063927,Fair (Elevated Risk)
7,1,4,5137.652928999999,733.9504184285713,1,7.0,1.0000004301575731,1,1,0.0,0.0013734567824074074,1778.418034,790.40803,0.44444445281642936,1.0,2,2.0,0.14285714285714285,0.8,0.9554564596812626,0.14285714285714285,0.0,0,0,0,1.0,0.0,0.44314750436676986,0.0,0.3418185064707142,0.0,0x01be938672471bbb0fa1dfd223dd2aad2e389559,0.6999862654321759,1.0,0.4016438356164384,0.40571428571428575,1.0,1.0,0.7137049912664603,761.4998198352613,Good (Moderate Risk)
10,1,2,5619.006058,561.9006058,44,0.22727272727272727,0.0,0,0,0.6296719600909795,4.884386574074074,2809.225375,0.0,0.0,1.0,7,7.0,0.1,0.4,0.7604015705239131,0.7142857142857143,0.3,0,0,0,0.7,0.0,1.0,0.0,0.0,0.0,0x01bfb07fe3dcdfe459de2fb627a96a11f33cab57,0.4400577222865531,1.0,0.09051058530510586,0.22000000000000003,1.0,1.0,0.0,595.5910183674041,Poor (High Risk)
1,1,1,1.10827,1.10827,1,1.0,0.0,0,0,0.0,0.0,1.10827,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,1.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x01bfc30251bfb5b68e7e7a69fec81d8adcebc4f1,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
3,1,2,1477185935364.604,492395311788.20135,27,0.1111111111111111,0.0,0,0,0.5285954792089682,13.090486111111112,738544304748.6538,0.0,0.0,1.0,2,2.0,0.3333333333333333,0.4,0.8075499102701248,0.2857142857142857,0.3333333333333333,0,0,0,1.0,0.0,0.6963171237712733,0.3333333333333333,0.0,0.0,0x01bfda329ad313306320b11c6845f24294286f26,0.3276737826515793,1.0,0.05327245053272451,0.36,1.0,1.0,0.20736575245745337,586.2776008656762,Poor (High Risk)
2,1,1,0.011761,0.0058805,7,0.2857142857142857,0.0,0,0,1.0,6.229699074074074,0.011761,0.0,0.0,1.0,2,2.0,0.5,0.2,-0.06066017177982119,0.14285714285714285,0.0,0,0,0,1.0,0.0,0.00278529361109381,0.0,0.0,0.0,0x01c08ae3a3a5595440144639d1bd16e8fc94f297,0.5377030092592592,1.0,0.03436399217221135,0.38,1.0,1.0,0.40557058722218764,647.8588805017558,Fair (Elevated Risk)
2,1,2,19970.000109,9985.0000545,1,2.0,0.0,0,0,0.0,0.0001388888888888889,9985.0,0.0,0.0,1.0,1,1.0,0.5,0.4,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,7.719042473387307e-09,0.5,0.0,0.0,0x01c20f8119a4243dfbde6ef19968bf1a7ac8f2ec,0.2999986111111111,1.0,0.16164383561643839,0.46,1.0,1.0,0.40000001543808494,615.2462288921478,Fair (Elevated Risk)
7,2,1,175710910455697.88,25101558636528.27,88,0.07954545454545454,0.0,0,0,1.0,14.662690972222222,175710910455697.88,0.0,0.0,1.0,7,7.0,0.2857142857142857,0.2,0.7415450874931145,0.5714285714285714,0.2857142857142857,0,0,0,0.5714285714285714,0.0,0.37857008880010284,0.8571428571428571,0.17140031025429026,0.0,0x01c38875ab789cb12efcd791db91217a00fd01fa,0.4533730902777777,1.0,0.1510211706102117,0.25142857142857145,1.0,1.0,0.8428598223997943,653.282296423823,Fair (Elevated Risk)
3,1,1,75030000000000.0,25010000000000.0,2,1.5,0.0,0,0,0.5285954792089682,0.5944675925925926,75030000000000.0,0.0,0.0,1.0,3,3.0,0.3333333333333333,0.2,0.13263916688911148,0.2857142857142857,0.3333333333333333,0,0,0,1.0,0.0,0.8653328835727475,1.0,0.4281138645206731,0.0,0x01c3dd0607e189d8ec94c740cf5926db4f38bf3f,0.45263396783676446,1.0,0.1232876712328767,0.28,1.0,1.0,0.0,609.6516426441226,Fair (Elevated Risk)
1,1,1,3988599286.49923,3988599286.49923,1,1.0,0.0,0,0,0.0,0.0,3988599286.49923,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,1.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x01c4905e81eb6ebb919a802215b465137d1ba3a6,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
3,1,1,104723.790473,34907.93015766667,1,3.0,0.0,0,0,0.0,0.0017824074074074075,0.0,0.0,0.0,1.0,0,0.0,0.3333333333333333,0.2,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,0.7450702457675529,0.0,0.0,0.0,0x01c4fbfa5cd0515cb51a75a92480583db1d018c2,0.2999821759259259,1.0,0.24164383561643835,0.28,1.0,1.0,0.10985950846489423,594.735094747192,Poor (High Risk)
1,1,1,4144016280.877026,4144016280.877026,1,1.0,0.0,0,0,0.0,0.0,4144016280.877026,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x01c5668541751d62e3d36a7f8af12ceed452f312,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
350,8,4,7030890447991412.0,20088258422832.605,92,3.8043478260869565,0.5904322386312132,40,22,0.023947280335418597,0.2615348416087963,5897698053016615.0,105904.0,1.7956836556905646e-11,1.0,152,3.8,0.022857142857142857,0.8,0.46332142849160063,1.0,0.10857142857142857,0,0,0,0.14,0.0,1.0,0.3657142857142857,0.0,0.0,0x01c5c4ca74a665e40e96ed8ff221500b6366b8a6,0.5407417311370228,1.0,0.4555807027992853,0.3337142857142858,1.0,1.0,0.0,686.8939667755772,Fair (Elevated Risk)
21,3,3,1685809075354308.8,80276622635919.47,3,7.0,0.0,7,0,0.2576925110419097,0.145734375,851742958624776.8,834066116728260.8,0.9792462717566142,0.10376864121692941,10,1.4285714285714286,0.14285714285714285,0.6,0.8383697471871723,0.42857142857142855,0.0,0,0,0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0x01c5c9f1b50986663d545b474b3acbf9e1b25c51,0.3758504095625729,0.10376864121692941,0.4049315068493151,0.3257142857142857,1.0,1.0,0.0,458.0274852328549,Very Poor (Very High Risk)
24,4,3,1.35180879645152e+16,563253665188133.4,54,0.4444444444444444,0.0,6,0,0.2342195137727654,2.308486815613426,8855930845634533.0,4657298215294441.0,0.5258959556566798,1.0,16,2.6666666666666665,0.16666666666666666,0.6,0.3815052719194397,0.7142857142857143,0.4166666666666667,0,0,0,0.3333333333333333,0.0,1.0,0.5833333333333334,0.0,0.0,0x01c60af7f7193370a9447a12c885427cb94f21e6,0.34718098597569536,1.0,0.12432267884322679,0.33999999999999997,1.0,1.0,0.0,589.4436483204079,Poor (High Risk)
1,1,1,1.820262,1.820262,1,1.0,0.0,0,0,0.0,0.0,1.820262,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x01c6e66c0dcadda3f6bee43af37c51fad41c3955,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
20,4,4,2.9599933029652036e+16,1479996651482601.8,47,0.425531914893617,0.561258353830704,5,2,0.2614510541240037,2.4222746101273147,2.264040431158486e+16,6209.357789000001,2.7426002219504256e-13,1.0,11,2.2,0.2,0.8,0.6853073995967842,0.7142857142857143,0.05,0,0,0,0.45,0.0,1.0,0.45,0.0,0.0,0x01c717a8e3558ca44d473a5882e938572f1f7d93,0.5787159116682096,1.0,0.1113028271640921,0.44000000000000006,1.0,1.0,0.0,655.3744019916662,Fair (Elevated Risk)
9,3,2,120636215058519.4,13404023895391.045,39,0.23076923076923078,0.0,2,0,0.6204833049644594,4.777536168981482,120636215058518.98,0.446132,3.698159792095495e-15,1.0,7,3.5,0.3333333333333333,0.4,0.5265538736372413,0.5714285714285714,0.2222222222222222,0,0,0,0.7777777777777778,0.0,1.0,0.1111111111111111,0.16765235125144495,0.0,0x01c7602892dda14261fdd4ae9c6b590ae65d3256,0.438369629799523,1.0,0.08257112750263434,0.36,1.0,1.0,0.0,607.9780765752758,Fair (Elevated Risk)
1,1,1,2000000000000.0,2000000000000.0,1,1.0,0.0,0,0,0.0,0.0,2000000000000.0,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0x01c7b3b2be439441e3cc8644b64b664d5e4e997f,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
1,1,1,1631097488954.8015,1631097488954.8015,1,1.0,0.0,0,0,0.0,0.0,1631097488954.8015,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x01c7ce0a635c1fa6f18f4bb5b8ae4b86cc3e68af,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
1,1,1,509311789458154.0,509311789458154.0,1,1.0,0.0,0,0,0.0,0.0,509311789458154.0,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,1.0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0x01c83e2a373ba4bf2cbe51087d97483e9f88c415,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
1,1,1,1.107817,1.107817,1,1.0,0.0,0,0,0.0,0.0,1.107817,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,1.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x01c96c01e8169279e9a7348474c46a8861fc01b8,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
188,5,4,466722047075219.4,2482564080187.337,64,2.9375,0.059112529821052626,8,61,0.5821321492011072,0.33916307684027774,446542591392372.1,95000.0,2.1274566375354895e-10,1.0,94,11.75,0.026595744680851064,0.8,0.617640008506011,1.0,0.28191489361702127,0,0,0,0.4627659574468085,0.0,1.0,0.40425531914893614,0.0,0.0,0x01cb1826cd50f7f15626a1283ae812ad0a273388,0.49489302592035045,1.0,0.3402054794520548,0.3359574468085107,1.0,1.0,0.0,658.3498230787469,Fair (Elevated Risk)
1,1,1,1.733297,1.733297,1,1.0,0.0,0,0,0.0,0.0,1.733297,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x01cbb47731aa829baa27ece1e69efb8fa29d1cba,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
